tx_id,tx_name,tx_chrom,tx_start,tx_end
3558,Os01g0958700,1,42260316,42264854
3559,Os01g0958800,1,42265023,42268466
3560,Os01g0958900,1,42268902,42274913
3561,Os01g0959000,1,42275543,42280544
3562,Os01g0959100,1,42281274,42281973
3563,Os01g0959200,1,42282832,42283619
3564,Os01g0959600,1,42297103,42299800
3565,Os01g0959800,1,42303492,42308881
3566,Os01g0959900,1,42312149,42313573
3567,Os01g0960000,1,42315264,42317679
3568,Os01g0960200,1,42327845,42328651
3569,Os01g0960300,1,42329287,42335754
3570,Os01g0960400,1,42336297,42348672
3571,Os01g0960500,1,42350945,42355276
3572,Os01g0960600,1,42358083,42360654
3573,Os01g0960800,1,42361401,42363627
3574,Os01g0960900,1,42364072,42364905
3575,Os01g0961000,1,42369770,42370365
3576,Os01g0961200,1,42377194,42381519
3577,Os01g0961300,1,42385629,42388987
3578,Os01g0961600,1,42393586,42401178
3579,Os01g0962000,1,42407470,42407811
3580,Os01g0962200,1,42413471,42416572
3581,Os01g0962300,1,42417731,42418739
3582,Os01g0962400,1,42419408,42421376
3583,Os01g0962500,1,42421672,42424864
3584,Os01g0962600,1,42425152,42427345
3585,Os01g0962700,1,42429502,42432547
3586,Os01g0962900,1,42436589,42436852
3587,Os01g0963000,1,42441660,42442936
3588,Os01g0963300,1,42447928,42450912
3589,Os01g0963400,1,42451284,42454309
3590,Os01g0963600,1,42460555,42461946
3591,Os01g0963800,1,42470362,42472047
3592,Os01g0964000,1,42479692,42483339
3593,Os01g0964800,1,42541334,42544499
3594,Os01g0964900,1,42547600,42548935
3595,Os01g0965300,1,42562927,42568193
3596,Os01g0965400,1,42562823,42566993
3597,Os01g0965500,1,42568151,42573077
3598,Os01g0965600,1,42574874,42577817
3599,Os01g0965800,1,42585172,42586070
3600,Os01g0965900,1,42587307,42590270
3601,Os01g0966000,1,42590881,42598002
3602,Os01g0966100,1,42609407,42612433
3603,Os01g0966200,1,42613788,42614622
3604,Os01g0966300,1,42614814,42618231
3605,Os01g0966400,1,42618478,42621704
3606,Os01g0966500,1,42621833,42624710
3607,Os01g0966700,1,42626321,42630366
3608,Os01g0966900,1,42636466,42638217
3609,Os01g0967000,1,42638856,42639926
3610,Os01g0967100,1,42646061,42653875
3611,Os01g0967200,1,42654497,42655716
3612,Os01g0967400,1,42663321,42665671
3613,Os01g0967600,1,42673021,42678079
3614,Os01g0967700,1,42679241,42680544
3615,Os01g0967800,1,42684942,42689080
3616,Os01g0967900,1,42689913,42695416
3617,Os01g0968000,1,42695637,42699355
3618,Os01g0968200,1,42705112,42705375
3619,Os01g0968300,1,42706524,42707981
3620,Os01g0968400,1,42710785,42712054
3621,Os01g0968600,1,42715713,42723434
3622,Os01g0968700,1,42723514,42726781
3623,Os01g0968800,1,42727426,42728261
3624,Os01g0969000,1,42736008,42737917
3625,Os01g0969100,1,42738765,42742174
3626,Os01g0969200,1,42752981,42754025
3627,Os01g0969700,1,42774899,42778601
3628,Os01g0970400,1,42811967,42815157
3629,Os01g0970600,1,42821254,42825043
3630,Os01g0970700,1,42826168,42828686
3631,Os01g0970900,1,42837595,42842605
3632,Os01g0971000,1,42838976,42839507
3633,Os01g0971100,1,42845781,42848071
3634,Os01g0971200,1,42848228,42852984
3635,Os01g0971400,1,42855657,42857462
3636,Os01g0971500,1,42858783,42860399
3637,Os01g0971600,1,42860834,42866614
3638,Os01g0971700,1,42870524,42872637
3639,Os01g0971800,1,42874273,42875515
3640,Os01g0971900,1,42876576,42882963
3641,Os01g0972000,1,42884953,42886230
3642,Os01g0972200,1,42905570,42907462
3643,Os01g0972300,1,42917737,42918706
3644,Os01g0972800,1,42946775,42948670
3645,Os01g0972900,1,42949418,42952679
3646,Os01g0973000,1,42954163,42956626
3647,Os01g0973200,1,42967465,42970167
3648,Os01g0973300,1,42971420,42976876
3649,Os01g0973400,1,42977233,42979816
3650,Os01g0973500,1,42981239,42984988
3651,Os01g0973600,1,43016926,43019127
3652,Os01g0974000,1,43039984,43043949
3653,Os01g0974100,1,43044201,43046303
3654,Os01g0974200,1,43047164,43047861
3655,Os01g0974300,1,43049162,43054715
3656,Os01g0974400,1,43063740,43065432
3657,Os01g0974500,1,43066717,43070166
3658,Os01g0974600,1,43070805,43071206
3659,Os01g0974800,1,43072763,43076466
3660,Os01g0974900,1,43077383,43077649
3661,Os01g0975000,1,43078802,43080400
3662,Os01g0975300,1,43096401,43097949
3663,Os01g0975900,1,43115747,43117221
3664,Os01g0976000,1,43120167,43125525
3665,Os01g0976100,1,43131080,43134502
3666,Os01g0976200,1,43136240,43137717
3667,Os01g0976300,1,43141847,43142667
3668,Os01g0976500,1,43154137,43158085
3669,Os01g0976600,1,43159520,43162849
3670,Os01g0976700,1,43163463,43166882
3671,Os01g0976800,1,43172242,43173072
3672,Os01g0976900,1,43175447,43178814
3673,Os01g0977100,1,43185350,43186282
3674,Os01g0977200,1,43189206,43193303
3675,Os01g0977400,1,43196275,43198525
3676,Os01g0977600,1,43202561,43215251
3677,Os01g0978000,1,43226191,43230329
3678,Os01g0978100,1,43232027,43238506
3679,Os01g0978400,1,43244218,43245392
3680,Os01g0978500,1,43248497,43249469
3681,Os10g0100200,10,44902,45692
3682,Os10g0100300,10,46031,58278
3683,Os10g0100500,10,67119,72969
3684,Os10g0100700,10,81102,82243
3685,Os10g0100900,10,94800,97438
3686,Os10g0101000,10,94937,97746
3687,Os10g0101100,10,100437,103373
3688,Os10g0101200,10,110138,116452
3689,Os10g0101900,10,160975,161860
3690,Os10g0102400,10,186845,188331
3691,Os10g0102900,10,227823,234634
3692,Os10g0103700,10,284706,286949
3693,Os10g0103800,10,301799,308024
3694,Os10g0104300,10,345785,347108
3695,Os10g0104500,10,348798,357989
3696,Os10g0104700,10,360638,366843
3697,Os10g0104800,10,372655,375691
3698,Os10g0104900,10,377283,382430
3699,Os10g0105400,10,406743,416048
3700,Os10g0105900,10,435646,436611
3701,Os10g0107600,10,529428,533602
3702,Os10g0108700,10,583024,584657
3703,Os10g0109300,10,655625,658866
3704,Os10g0109600,10,677177,678880
3705,Os10g0109900,10,689474,691847
3706,Os10g0110600,10,762143,764676
3707,Os10g0110800,10,771699,776341
3708,Os10g0111300,10,787911,791157
3709,Os10g0111700,10,806037,809751
3710,Os10g0111800,10,812985,813705
3711,Os10g0112100,10,824835,826309
3712,Os10g0112600,10,840130,843850
3713,Os10g0112700,10,848170,850210
3714,Os10g0113000,10,866391,868564
3715,Os10g0113100,10,869491,870947
3716,Os10g0113900,10,911557,916911
3717,Os10g0114300,10,923908,926465
3718,Os10g0114400,10,926519,930299
3719,Os10g0114500,10,939084,940863
3720,Os10g0115200,10,976507,978286
3721,Os10g0115500,10,1000086,1002907
3722,Os10g0115600,10,1007665,1012918
3723,Os10g0116300,10,1053261,1054241
3724,Os10g0116400,10,1054371,1056101
3725,Os10g0116600,10,1067078,1068007
3726,Os10g0116800,10,1082947,1084984
3727,Os10g0116900,10,1085228,1089511
3728,Os10g0117000,10,1092968,1096873
3729,Os10g0117800,10,1126728,1131484
3730,Os10g0118000,10,1139929,1141433
3731,Os10g0118200,10,1162917,1164483
3732,Os10g0118800,10,1189829,1190703
3733,Os10g0118900,10,1193347,1194794
3734,Os10g0119100,10,1215204,1215803
3735,Os10g0119300,10,1234067,1241670
3736,Os10g0120300,10,1308447,1310945
3737,Os10g0121300,10,1355357,1356458
3738,Os10g0122000,10,1405692,1407206
3739,Os10g0122500,10,1444042,1445310
3740,Os10g0122600,10,1447351,1451372
3741,Os10g0123200,10,1479530,1481991
3742,Os10g0124000,10,1530563,1532176
3743,Os10g0124100,10,1532800,1536184
3744,Os10g0124500,10,1556778,1559803
3745,Os10g0124700,10,1562608,1565335
3746,Os10g0125300,10,1622224,1625009
3747,Os10g0125600,10,1642417,1646902
3748,Os10g0125700,10,1642565,1646770
3749,Os10g0126000,10,1656688,1659249
3750,Os10g0126700,10,1694920,1697854
3751,Os10g0126800,10,1700332,1702953
3752,Os10g0127000,10,1711433,1713322
3753,Os10g0127700,10,1729343,1740063
3754,Os10g0127900,10,1743579,1752159
3755,Os10g0128200,10,1755462,1757886
3756,Os10g0128400,10,1768446,1771280
3757,Os10g0128600,10,1774786,1777638
3758,Os10g0128700,10,1778491,1779210
3759,Os10g0128800,10,1779885,1782173
3760,Os10g0130200,10,1838774,1839900
3761,Os10g0130500,10,1858233,1866072
3762,Os10g0130600,10,1871104,1875535
3763,Os10g0130800,10,1890053,1893891
3764,Os10g0131000,10,1897769,1902437
3765,Os10g0131100,10,1905537,1909360
3766,Os10g0131200,10,1913330,1915825
3767,Os10g0131800,10,1949425,1956931
3768,Os10g0132300,10,1998837,1999759
3769,Os10g0132500,10,2018904,2026611
3770,Os10g0132700,10,2044042,2057059
3771,Os10g0132800,10,2051436,2053215
3772,Os10g0133100,10,2059421,2060817
3773,Os10g0133500,10,2087427,2091932
3774,Os10g0133600,10,2099188,2099823
3775,Os10g0134500,10,2143418,2148422
3776,Os10g0134700,10,2151190,2152784
3777,Os10g0134900,10,2163122,2164565
3778,Os10g0135100,10,2169099,2170542
3779,Os10g0135200,10,2178841,2183095
3780,Os10g0135300,10,2185292,2188535
3781,Os10g0135400,10,2192056,2194420
3782,Os10g0135500,10,2196559,2198967
3783,Os10g0135600,10,2201512,2206735
3784,Os10g0136100,10,2226411,2231401
3785,Os10g0136200,10,2243002,2245973
3786,Os10g0136400,10,2249407,2252236
3787,Os10g0136500,10,2257492,2262619
3788,Os10g0136900,10,2291857,2292441
3789,Os10g0137000,10,2296706,2300715
3790,Os10g0137100,10,2312880,2313661
3791,Os10g0137300,10,2317204,2317845
3792,Os10g0137700,10,2337370,2340164
3793,Os10g0138000,10,2350665,2354534
3794,Os10g0138100,10,2358853,2368717
3795,Os10g0138300,10,2374615,2378634
3796,Os10g0139300,10,2422073,2426565
3797,Os10g0139500,10,2438829,2440205
3798,Os10g0139600,10,2445678,2447981
3799,Os10g0139700,10,2453934,2455722
3800,Os10g0140200,10,2477209,2489739
3801,Os10g0140700,10,2507002,2508368
3802,Os10g0141400,10,2528896,2531384
3803,Os10g0141600,10,2549382,2551501
3804,Os10g0141700,10,2553979,2557419
3805,Os10g0141900,10,2558842,2564272
3806,Os10g0142100,10,2567515,2572053
3807,Os10g0142500,10,2587372,2588664
3808,Os10g0142600,10,2594665,2596299
3809,Os10g0142700,10,2594713,2596911
3810,Os10g0142900,10,2614802,2618660
3811,Os10g0143200,10,2619498,2619929
3812,Os10g0144000,10,2667065,2667466
3813,Os10g0144700,10,2709163,2711992
3814,Os10g0144800,10,2715875,2718897
3815,Os10g0145000,10,2731736,2734309
3816,Os10g0145100,10,2737043,2741865
3817,Os10g0145200,10,2743360,2748402
3818,Os10g0146200,10,2794635,2796332
3819,Os10g0147200,10,2829929,2831150
3820,Os10g0147300,10,2843303,2845284
3821,Os10g0147400,10,2849620,2855809
3822,Os10g0147900,10,2885294,2889781
3823,Os10g0148000,10,2885587,2886483
3824,Os10g0148100,10,2897688,2899059
3825,Os10g0148400,10,2912901,2914656
3826,Os10g0148700,10,2921766,2923678
3827,Os10g0148800,10,2925418,2934130
3828,Os10g0149000,10,2942140,2942901
3829,Os10g0149100,10,2950257,2951031
3830,Os10g0149400,10,2966920,2967640
3831,Os10g0149700,10,2978422,2981505
3832,Os10g0149800,10,2981620,2982619
3833,Os10g0150300,10,2999345,3001254
3834,Os10g0150400,10,3012860,3013949
3835,Os10g0150600,10,3016889,3018047
3836,Os10g0150700,10,3020705,3022087
3837,Os10g0150800,10,3031619,3032661
3838,Os10g0151100,10,3060912,3065547
3839,Os10g0151800,10,3113841,3118873
3840,Os10g0153900,10,3341675,3342916
3841,Os10g0154000,10,3358062,3360552
3842,Os10g0154200,10,3374000,3374881
3843,Os10g0154500,10,3393943,3394920
3844,Os10g0154600,10,3428231,3432416
3845,Os10g0154700,10,3438474,3439397
3846,Os10g0154900,10,3446108,3446808
3847,Os10g0155100,10,3462828,3464263
3848,Os10g0155300,10,3468006,3469312
3849,Os10g0155400,10,3472050,3475176
3850,Os10g0155500,10,3475597,3478195
3851,Os10g0155800,10,3516023,3518646
3852,Os10g0156300,10,3541288,3541727
3853,Os10g0157300,10,3617680,3618134
3854,Os10g0157400,10,3620315,3621603
3855,Os10g0158000,10,3651182,3653501
3856,Os10g0158700,10,3727965,3730348
3857,Os10g0159300,10,3753397,3757307
3858,Os10g0159600,10,3779650,3781617
3859,Os10g0159700,10,3785717,3787397
3860,Os10g0159800,10,3793940,3803819
3861,Os10g0160000,10,3831561,3841402
3862,Os10g0160100,10,3849207,3851647
3863,Os10g0160600,10,3868240,3871256
3864,Os10g0161100,10,3897383,3900243
3865,Os10g0161400,10,3908198,3912557
3866,Os10g0161700,10,3932962,3935843
3867,Os10g0161800,10,3941433,3941895
3868,Os10g0162100,10,3949483,3950042
3869,Os10g0162300,10,3967320,3968592
3870,Os10g0162400,10,3979229,3983411
3871,Os10g0162600,10,3991788,3993428
3872,Os10g0165000,10,4478088,4479888
3873,Os10g0165300,10,4497746,4503667
3874,Os10g0165400,10,4509071,4509912
3875,Os10g0166300,10,4581753,4582577
3876,Os10g0167300,10,4639798,4644295
3877,Os10g0167500,10,4655656,4659276
3878,Os10g0167600,10,4663188,4667087
3879,Os10g0167700,10,4671330,4673976
3880,Os10g0168100,10,4685660,4686462
3881,Os10g0168900,10,4744350,4747440
3882,Os10g0169200,10,4757655,4758145
3883,Os10g0169800,10,4783249,4788696
3884,Os10g0170000,10,4800486,4808319
3885,Os10g0170200,10,4832054,4835031
3886,Os10g0170300,10,4835906,4842231
3887,Os10g0171500,10,4929261,4931157
3888,Os10g0172600,10,4966210,4969540
3889,Os10g0173000,10,4994500,4995160
3890,Os10g0174800,10,5201057,5203914
3891,Os10g0175500,10,5236268,5237084
3892,Os10g0176300,10,5278190,5278771
3893,Os10g0177200,10,5325563,5329971
3894,Os10g0177400,10,5341017,5346935
3895,Os10g0178200,10,5379744,5380722
3896,Os10g0178500,10,5412580,5414295
3897,Os10g0178800,10,5442144,5449074
3898,Os10g0180000,10,5487011,5490446
3899,Os10g0180800,10,5539743,5544578
3900,Os10g0181200,10,5577475,5586604
3901,Os10g0181600,10,5592943,5595558
3902,Os10g0181700,10,5595755,5610443
3903,Os10g0182000,10,5632466,5643047
3904,Os10g0183000,10,5693749,5697936
3905,Os10g0183500,10,5714516,5716299
3906,Os10g0183900,10,5730937,5736326
3907,Os10g0184200,10,5759697,5762789
3908,Os10g0184300,10,5788473,5789339
3909,Os10g0185100,10,5841201,5843444
3910,Os10g0185200,10,5841585,5841893
3911,Os10g0186200,10,5907417,5908148
3912,Os10g0186900,10,5948834,5949528
3913,Os10g0187500,10,6018131,6019184
3914,Os10g0188000,10,6068847,6070114
3915,Os10g0188100,10,6079970,6087844
3916,Os10g0188300,10,6104501,6110244
3917,Os10g0188400,10,6111498,6115269
3918,Os10g0188900,10,6144589,6150509
3919,Os10g0189100,10,6167200,6174593
3920,Os10g0189600,10,6208990,6214147
3921,Os10g0190000,10,6244562,6250840
3922,Os10g0190100,10,6252107,6254450
3923,Os10g0190500,10,6272649,6276597
3924,Os10g0190800,10,6287535,6291740
3925,Os10g0190900,10,6295745,6301714
3926,Os10g0191300,10,6370102,6370799
3927,Os10g0191900,10,6404506,6405513
3928,Os10g0193500,10,6497068,6510300
3929,Os10g0194200,10,6540786,6544129
3930,Os10g0194300,10,6552284,6555101
3931,Os10g0194400,10,6555886,6556270
3932,Os10g0195000,10,6577603,6581966
3933,Os10g0195100,10,6583644,6586293
3934,Os10g0195600,10,6639765,6645325
3935,Os10g0196000,10,6698731,6702375
3936,Os10g0196100,10,6715606,6716328
3937,Os10g0196400,10,6715984,6716629
3938,Os10g0197200,10,6755286,6755723
3939,Os10g0197600,10,6782218,6791974
3940,Os10g0197700,10,6793901,6796961
3941,Os10g0198100,10,6837342,6839786
3942,Os10g0198300,10,6842035,6842533
3943,Os10g0198600,10,6868486,6878295
3944,Os10g0199500,10,6946843,6953361
3945,Os10g0200000,10,7023019,7031173
3946,Os10g0200700,10,7114764,7116090
3947,Os10g0200800,10,7121108,7141151
3948,Os10g0202900,10,7310471,7313575
3949,Os10g0203000,10,7334820,7338831
3950,Os10g0203600,10,7385766,7395013
3951,Os10g0204000,10,7412152,7413638
3952,Os10g0204100,10,7414709,7419483
3953,Os10g0204300,10,7435159,7442007
3954,Os10g0204400,10,7438368,7444003
3955,Os10g0205200,10,7496071,7498985
3956,Os10g0205300,10,7499511,7503453
3957,Os10g0205500,10,7514954,7519284
3958,Os10g0205700,10,7529345,7530484
3959,Os10g0206500,10,7557620,7564109
3960,Os10g0206800,10,7574038,7579887
3961,Os10g0207400,10,7616145,7616777
3962,Os10g0207500,10,7624066,7625061
3963,Os10g0207700,10,7642884,7644043
3964,Os10g0208500,10,7685223,7696842
3965,Os10g0208600,10,7696095,7702427
3966,Os10g0209300,10,7761015,7765411
3967,Os10g0209700,10,7779293,7781354
3968,Os10g0210500,10,7810692,7817132
3969,Os10g0212100,10,8070371,8074802
3970,Os10g0213100,10,8035237,8038115
3971,Os10g0213700,10,8000579,8001288
3972,Os10g0213800,10,7993384,7995891
3973,Os10g0214400,10,7949676,7959665
3974,Os10g0315400,10,8193814,8201070
3975,Os10g0316400,10,8295638,8309027
3976,Os10g0317300,10,8462195,8464904
3977,Os10g0317900,10,8494248,8504238
3978,Os10g0318000,10,8506423,8509627
3979,Os10g0318900,10,8570834,8572512
3980,Os10g0320100,10,8679311,8681266
3981,Os10g0320400,10,8691901,8697228
3982,Os10g0321700,10,8786980,8796460
3983,Os10g0322300,10,8837124,8838148
3984,Os10g0323000,10,8891489,8910642
3985,Os10g0323500,10,8920265,8926170
3986,Os10g0323600,10,8927907,8929012
3987,Os10g0323900,10,8937202,8938316
3988,Os10g0324600,10,8980283,8985013
3989,Os10g0324900,10,8992297,8996949
3990,Os10g0325400,10,9000705,9002772
3991,Os10g0326400,10,9062760,9064406
3992,Os10g0326800,10,9078440,9080094
3993,Os10g0327300,10,9120535,9126497
3994,Os10g0327800,10,9158360,9164663
3995,Os10g0328100,10,9170819,9171265
3996,Os10g0328600,10,9212944,9216458
3997,Os10g0328700,10,9213110,9215332
3998,Os10g0329300,10,9256244,9261352
3999,Os10g0329400,10,9266950,9270320
4000,Os10g0330000,10,9315531,9316279
4001,Os10g0330300,10,9330650,9336460
4002,Os10g0330400,10,9337927,9339154
4003,Os10g0331600,10,9385682,9389718
4004,Os10g0333000,10,9501547,9503876
4005,Os10g0333700,10,9541494,9542351
4006,Os10g0334500,10,9583113,9584286
4007,Os10g0335000,10,9616694,9618079
4008,Os10g0335200,10,9624707,9628559
4009,Os10g0336600,10,9697028,9697723
4010,Os10g0337500,10,9770801,9776538
4011,Os10g0337600,10,9776979,9781629
4012,Os10g0337700,10,9784007,9784649
4013,Os10g0338500,10,9830846,9832683
4014,Os10g0339400,10,9910689,9917699
4015,Os10g0339600,10,9921060,9931420
4016,Os10g0340600,10,10012073,10017326
4017,Os10g0340800,10,10022541,10023354
4018,Os10g0341700,10,10089510,10095035
4019,Os10g0342300,10,10120371,10122900
4020,Os10g0343000,10,10162871,10164984
4021,Os10g0343100,10,10170579,10174444
4022,Os10g0343200,10,10174526,10177244
4023,Os10g0343500,10,10189694,10195055
4024,Os10g0343900,10,10216071,10218319
4025,Os10g0344000,10,10231802,10234439
4026,Os10g0344900,10,10293210,10295890
4027,Os10g0345100,10,10301639,10304353
4028,Os10g0345600,10,10337377,10339305
4029,Os10g0346200,10,10382942,10388225
4030,Os10g0346300,10,10390880,10396620
4031,Os10g0346600,10,10411380,10418438
4032,Os10g0347000,10,10427700,10431861
4033,Os10g0347800,10,10482035,10486120
4034,Os10g0348600,10,10530651,10533278
4035,Os10g0348900,10,10539926,10544799
4036,Os10g0349300,10,10563123,10563841
4037,Os10g0349900,10,10587298,10587959
4038,Os10g0350400,10,10627561,10627911
4039,Os10g0350500,10,10637443,10641873
4040,Os10g0350800,10,10653202,10654972
4041,Os10g0351200,10,10662372,10666218
4042,Os10g0351300,10,10666916,10668241
4043,Os10g0351500,10,10699268,10701907
4044,Os10g0351600,10,10713390,10715541
4045,Os10g0352000,10,10748919,10751558
4046,Os10g0352200,10,10753134,10753893
4047,Os10g0355800,10,10858911,10860173
4048,Os10g0356000,10,10861205,10862638
4049,Os10g0357700,10,10928348,10931710
4050,Os10g0357800,10,10932181,10938990
4051,Os10g0358100,10,10947985,10951135
4052,Os10g0358600,10,10988339,10992663
4053,Os10g0358700,10,10991287,10997385
4054,Os10g0359500,10,11035676,11040596
4055,Os10g0359700,10,11044253,11044825
4056,Os10g0360100,10,11053048,11057745
4057,Os10g0360600,10,11079972,11087253
4058,Os10g0360900,10,11088015,11098028
4059,Os10g0361000,10,11110251,11110999
4060,Os10g0361900,10,11185582,11186269
4061,Os10g0362300,10,11191933,11203599
4062,Os10g0362700,10,11244306,11245026
4063,Os10g0363100,10,11250926,11255580
4064,Os10g0363300,10,11283659,11284909
4065,Os10g0363500,10,11289218,11290800
4066,Os10g0363600,10,11300743,11303566
4067,Os10g0363700,10,11314672,11317853
4068,Os10g0364600,10,11383073,11388110
4069,Os10g0364700,10,11383086,11386158
4070,Os10g0364800,10,11388674,11390191
4071,Os10g0364900,10,11390596,11391123
4072,Os10g0365200,10,11398279,11399073
4073,Os10g0365800,10,11414311,11417030
4074,Os10g0366400,10,11460330,11464119
4075,Os10g0368100,10,11537637,11538948
4076,Os10g0368200,10,11539999,11540994
4077,Os10g0368400,10,11543109,11546028
4078,Os10g0369000,10,11581310,11585280
4079,Os10g0369500,10,11596537,11599845
4080,Os10g0369600,10,11605194,11607118
4081,Os10g0369900,10,11624392,11629513
4082,Os10g0370000,10,11629686,11634486
4083,Os10g0370100,10,11649673,11659326
4084,Os10g0370400,10,11662601,11666585
4085,Os10g0370500,10,11666794,11673481
4086,Os10g0370600,10,11672863,11673589
4087,Os10g0370700,10,11691235,11695039
4088,Os10g0370800,10,11698993,11713558
4089,Os10g0371000,10,11723427,11726359
4090,Os10g0371100,10,11731475,11732720
4091,Os10g0371200,10,11737407,11739004
4092,Os10g0372100,10,11784282,11788237
4093,Os10g0372800,10,11807697,11811899
4094,Os10g0373400,10,11825931,11826899
4095,Os10g0374600,10,11880133,11883412
4096,Os10g0374700,10,11879912,11885455
4097,Os10g0375000,10,11893675,11899916
4098,Os10g0375600,10,11935626,11942860
4099,Os10g0375700,10,11947795,11951030
4100,Os10g0376200,10,11981020,11986066
4101,Os10g0376900,10,12015873,12017663
4102,Os10g0377000,10,12021772,12024125
4103,Os10g0377300,10,12041604,12043091
4104,Os10g0377400,10,12048113,12052937
4105,Os10g0377800,10,12067809,12073660
4106,Os10g0378000,10,12078203,12087495
4107,Os10g0378100,10,12090264,12098560
4108,Os10g0378300,10,12107783,12113010
4109,Os10g0378400,10,12113672,12116366
4110,Os10g0379100,10,12181085,12183127
4111,Os10g0380100,10,12215500,12216409
4112,Os10g0380800,10,12260670,12262330
4113,Os10g0381800,10,12307928,12311609
4114,Os10g0382300,10,12327444,12336589
4115,Os10g0382400,10,12340872,12345957
4116,Os10g0382600,10,12348924,12350821
4117,Os10g0384600,10,12480539,12506202
4118,Os10g0386300,10,12689425,12690416
4119,Os10g0387000,10,12755432,12759572
4120,Os10g0388200,10,12815755,12818849
4121,Os10g0388500,10,12834324,12843741
4122,Os10g0388600,10,12849592,12854148
4123,Os10g0388900,10,12867952,12869919
4124,Os10g0389000,10,12870906,12874037
4125,Os10g0389100,10,12879741,12881135
4126,Os10g0389200,10,12886331,12888289
4127,Os10g0389500,10,12899339,12902125
4128,Os10g0389800,10,12923153,12928312
4129,Os10g0390000,10,12937984,12939127
4130,Os10g0390100,10,12940631,12946820
4131,Os10g0390500,10,12967859,12974077
4132,Os10g0390600,10,12977443,12982476
4133,Os10g0390800,10,12992051,12993413
4134,Os10g0390900,10,12995068,13001222
4135,Os10g0391100,10,13012034,13014114
4136,Os10g0391200,10,13016331,13017947
4137,Os10g0391300,10,13018805,13023203
4138,Os10g0391400,10,13031180,13032006
4139,Os10g0391500,10,13036738,13040650
4140,Os10g0392400,10,13069770,13070894
4141,Os10g0392500,10,13080825,13084158
4142,Os10g0392600,10,13088845,13091075
4143,Os10g0392700,10,13091133,13096752
4144,Os10g0392900,10,13107087,13108437
4145,Os10g0393100,10,13112738,13115214
4146,Os10g0393800,10,13131433,13133327
4147,Os10g0394000,10,13142398,13144630
4148,Os10g0394100,10,13149002,13154101
4149,Os10g0394200,10,13161347,13163933
4150,Os10g0394400,10,13171237,13183557
4151,Os10g0394700,10,13186553,13187289
4152,Os10g0395000,10,13219950,13226081
4153,Os10g0395100,10,13231204,13237841
4154,Os10g0395200,10,13258240,13259300
4155,Os10g0395400,10,13263902,13265563
4156,Os10g0395500,10,13265745,13269460
4157,Os10g0396100,10,13284246,13285667
4158,Os10g0396300,10,13289659,13292217
4159,Os10g0396400,10,13294380,13300007
4160,Os10g0397200,10,13353103,13357371
4161,Os10g0397400,10,13359632,13361009
4162,Os10g0397800,10,13387600,13388592
4163,Os10g0397900,10,13392913,13402342
4164,Os10g0398100,10,13402709,13403493
4165,Os10g0398600,10,13422377,13423710
4166,Os10g0399700,10,13467597,13469366
4167,Os10g0400100,10,13492802,13496772
4168,Os10g0400200,10,13497363,13499401
4169,Os10g0400500,10,13524417,13525925
4170,Os10g0400700,10,13535147,13536194
4171,Os10g0400800,10,13537546,13542435
4172,Os10g0400900,10,13543442,13552221
4173,Os10g0401000,10,13552894,13553361
4174,Os10g0401100,10,13557781,13562033
4175,Os10g0402200,10,13600900,13606431
4176,Os10g0402400,10,13611824,13614202
4177,Os10g0403000,10,13658790,13660543
4178,Os10g0403700,10,13708218,13713302
4179,Os10g0404500,10,13778846,13782611
4180,Os10g0404900,10,13804909,13806731
4181,Os10g0405100,10,13823657,13829400
4182,Os10g0405300,10,13833340,13836254
4183,Os10g0405500,10,13842020,13848949
4184,Os10g0405600,10,13848985,13853377
4185,Os10g0406100,10,13867136,13869231
4186,Os10g0406200,10,13870240,13875398
4187,Os10g0406300,10,13882551,13885214
4188,Os10g0406400,10,13896201,13897680
4189,Os10g0406600,10,13905198,13906597
4190,Os10g0406800,10,13919961,13925636
4191,Os10g0407000,10,13932964,13935275
4192,Os10g0407100,10,13937547,13939572
4193,Os10g0407200,10,13940043,13941101
4194,Os10g0407400,10,13946197,13951550
4195,Os10g0407500,10,13954232,13958017
4196,Os10g0408700,10,14095096,14106326
4197,Os10g0409400,10,14171332,14172873
4198,Os10g0409900,10,14228138,14231920
4199,Os10g0410600,10,14255770,14260623
4200,Os10g0410700,10,14261221,14263873
4201,Os10g0410900,10,14278753,14283314
4202,Os10g0411100,10,14289311,14293647
4203,Os10g0411500,10,14319443,14323361
4204,Os10g0411600,10,14319926,14321570
4205,Os10g0411700,10,14323590,14324864
4206,Os10g0411800,10,14330689,14331424
4207,Os10g0412000,10,14341776,14346096
4208,Os10g0412100,10,14357056,14362380
4209,Os10g0412600,10,14395000,14397752
4210,Os10g0412700,10,14399191,14400692
4211,Os10g0412800,10,14403026,14407180
4212,Os10g0413400,10,14423961,14428117
4213,Os10g0413500,10,14428234,14432381
4214,Os10g0413700,10,14436872,14438849
4215,Os10g0414000,10,14446549,14448666
4216,Os10g0414500,10,14474829,14478809
4217,Os10g0414700,10,14487133,14493082
4218,Os10g0415100,10,14498531,14500755
4219,Os10g0415200,10,14500815,14504233
4220,Os10g0415300,10,14505709,14508788
4221,Os10g0415400,10,14513272,14520385
4222,Os10g0415600,10,14532814,14543160
4223,Os10g0415800,10,14543601,14549003
4224,Os10g0415900,10,14549359,14555547
4225,Os10g0416000,10,14556502,14558189
4226,Os10g0416100,10,14558964,14560173
